combo,size,n_old,n_new,models,dataset,split_mode,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nhybrid,4,3,1,"old_under,old_over,old_hybrid,new_hybrid",stock_spx,block_cv,0.515979381443299,0.12110726643598616,0.5030760612968761,0.49295774647887325,0.06903353057199212,0.4865979381443299,0.5070422535211268
combo_size4_o2n2_Ounder_Oover_Nunder_Nover,4,2,2,"old_under,old_over,new_under,new_over",stock_spx,block_cv,0.5066792507623057,0.0,0.0,0.0,0.0,0.004123711340206186,1.0
combo_size4_o2n2_Ounder_Oover_Nunder_Nhybrid,4,2,2,"old_under,old_over,new_under,new_hybrid",stock_spx,block_cv,0.5049803978510237,0.0,0.0,0.0,0.0,0.006185567010309278,1.0
combo_size4_o2n2_Ounder_Oover_Nover_Nhybrid,4,2,2,"old_under,old_over,new_over,new_hybrid",stock_spx,block_cv,0.5111732249165093,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nover,4,2,2,"old_under,old_hybrid,new_under,new_over",stock_spx,block_cv,0.5207274575286772,0.0,0.0,0.0,0.0,0.013402061855670102,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nhybrid,4,2,2,"old_under,old_hybrid,new_under,new_hybrid",stock_spx,block_cv,0.5178016552925803,0.0,0.0,0.0,0.0,0.01752577319587629,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nover_Nhybrid,4,2,2,"old_under,old_hybrid,new_over,new_hybrid",stock_spx,block_cv,0.5256207347175839,0.0,0.0,0.0,0.0,0.006185567010309278,1.0
combo_size4_o1n3_Ounder_Nunder_Nover_Nhybrid,4,1,3,"old_under,new_under,new_over,new_hybrid",stock_spx,block_cv,0.5075068970524176,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nover,4,2,2,"old_over,old_hybrid,new_under,new_over",stock_spx,block_cv,0.5334107739218817,0.022988505747126436,0.11775697595879805,0.014084507042253521,0.0625,0.015463917525773196,0.9859154929577465
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nhybrid,4,2,2,"old_over,old_hybrid,new_under,new_hybrid",stock_spx,block_cv,0.5301001887614345,0.0,0.0,0.0,0.0,0.01443298969072165,1.0
combo_size4_o2n2_Oover_Ohybrid_Nover_Nhybrid,4,2,2,"old_over,old_hybrid,new_over,new_hybrid",stock_spx,block_cv,0.5372513431102076,0.0,0.0,0.0,0.0,0.007216494845360825,1.0
combo_size4_o1n3_Oover_Nunder_Nover_Nhybrid,4,1,3,"old_over,new_under,new_over,new_hybrid",stock_spx,block_cv,0.5010890082764629,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Ohybrid_Nunder_Nover_Nhybrid,4,1,3,"old_hybrid,new_under,new_over,new_hybrid",stock_spx,block_cv,0.5782053143603891,0.0,0.0,0.0,0.0,0.006185567010309278,1.0
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nover,5,3,2,"old_under,old_over,old_hybrid,new_under,new_over",stock_spx,block_cv,0.5117322491650936,0.13333333333333333,0.5227092083648092,0.43661971830985913,0.07868020304568528,0.37422680412371134,0.5633802816901409
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_under,new_hybrid",stock_spx,block_cv,0.5120952519239147,0.13191489361702127,0.5205519180683859,0.43661971830985913,0.07769423558897243,0.37938144329896906,0.5633802816901409
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nover_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_over,new_hybrid",stock_spx,block_cv,0.5163859445331784,0.1336206896551724,0.5231395988933579,0.43661971830985913,0.07888040712468193,0.3731958762886598,0.5633802816901409
combo_size5_o2n3_Ounder_Oover_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_over,new_under,new_over,new_hybrid",stock_spx,block_cv,0.505488601713373,0.0,0.0,0.0,0.0,0.0010309278350515464,1.0
combo_size5_o2n3_Ounder_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_hybrid,new_under,new_over,new_hybrid",stock_spx,block_cv,0.5193262668796282,0.0,0.0,0.0,0.0,0.006185567010309278,1.0
combo_size5_o2n3_Oover_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_over,old_hybrid,new_under,new_over,new_hybrid",stock_spx,block_cv,0.530782633948018,0.0,0.0,0.0,0.0,0.003092783505154639,1.0
combo_size6_o3n3_Ounder_Oover_Ohybrid_Nunder_Nover_Nhybrid,6,3,3,"old_under,old_over,old_hybrid,new_under,new_over,new_hybrid",stock_spx,block_cv,0.5124727747930885,0.0,0.0,0.0,0.0,0.006185567010309278,1.0
combo_size2_o1n1_Ounder_Nunder,2,1,1,"old_under,new_under",stock_dji,chronological,0.39962552914360144,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nover,2,1,1,"old_under,new_over",stock_dji,chronological,0.3996847340220834,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nhybrid,2,1,1,"old_under,new_hybrid",stock_dji,chronological,0.3996403303632219,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nunder,2,1,1,"old_over,new_under",stock_dji,chronological,0.42692637873360767,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nover,2,1,1,"old_over,new_over",stock_dji,chronological,0.42702258666114085,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nhybrid,2,1,1,"old_over,new_hybrid",stock_dji,chronological,0.4269485805630384,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nunder,2,1,1,"old_hybrid,new_under",stock_dji,chronological,0.5274340605665907,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nover,2,1,1,"old_hybrid,new_over",stock_dji,chronological,0.5274636630058317,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nhybrid,2,1,1,"old_hybrid,new_hybrid",stock_dji,chronological,0.5274562623960214,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Oover_Nunder,3,2,1,"old_under,old_over,new_under",stock_dji,chronological,0.3975089547378704,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Oover_Nover,3,2,1,"old_under,old_over,new_over",stock_dji,chronological,0.3974941535182499,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Oover_Nhybrid,3,2,1,"old_under,old_over,new_hybrid",stock_dji,chronological,0.39750895473787046,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Ohybrid_Nunder,3,2,1,"old_under,old_hybrid,new_under",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Ohybrid_Nover,3,2,1,"old_under,old_hybrid,new_over",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Ohybrid_Nhybrid,3,2,1,"old_under,old_hybrid,new_hybrid",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ounder_Nunder_Nover,3,1,2,"old_under,new_under,new_over",stock_dji,chronological,0.3996699328024629,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ounder_Nunder_Nhybrid,3,1,2,"old_under,new_under,new_hybrid",stock_dji,chronological,0.3996403303632219,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ounder_Nover_Nhybrid,3,1,2,"old_under,new_over,new_hybrid",stock_dji,chronological,0.3996847340220834,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Oover_Ohybrid_Nunder,3,2,1,"old_over,old_hybrid,new_under",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Oover_Ohybrid_Nover,3,2,1,"old_over,old_hybrid,new_over",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Oover_Ohybrid_Nhybrid,3,2,1,"old_over,old_hybrid,new_hybrid",stock_dji,chronological,0.47130043515585684,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Oover_Nunder_Nover,3,1,2,"old_over,new_under,new_over",stock_dji,chronological,0.4270077854415204,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Oover_Nunder_Nhybrid,3,1,2,"old_over,new_under,new_hybrid",stock_dji,chronological,0.4269337793434179,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Oover_Nover_Nhybrid,3,1,2,"old_over,new_over,new_hybrid",stock_dji,chronological,0.42700778544152035,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nunder_Nover,3,1,2,"old_hybrid,new_under,new_over",stock_dji,chronological,0.5274710636156419,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nunder_Nhybrid,3,1,2,"old_hybrid,new_under,new_hybrid",stock_dji,chronological,0.5274340605665906,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nover_Nhybrid,3,1,2,"old_hybrid,new_over,new_hybrid",stock_dji,chronological,0.5274636630058317,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nunder,4,3,1,"old_under,old_over,old_hybrid,new_under",stock_dji,chronological,0.43235842633433,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nover,4,3,1,"old_under,old_over,old_hybrid,new_over",stock_dji,chronological,0.43240282999319146,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nhybrid,4,3,1,"old_under,old_over,old_hybrid,new_hybrid",stock_dji,chronological,0.43235842633433,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Oover_Nunder_Nover,4,2,2,"old_under,old_over,new_under,new_over",stock_dji,chronological,0.3975089547378704,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Oover_Nunder_Nhybrid,4,2,2,"old_under,old_over,new_under,new_hybrid",stock_dji,chronological,0.3975089547378704,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Oover_Nover_Nhybrid,4,2,2,"old_under,old_over,new_over,new_hybrid",stock_dji,chronological,0.3974941535182499,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nover,4,2,2,"old_under,old_hybrid,new_under,new_over",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nhybrid,4,2,2,"old_under,old_hybrid,new_under,new_hybrid",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nover_Nhybrid,4,2,2,"old_under,old_hybrid,new_over,new_hybrid",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Ounder_Nunder_Nover_Nhybrid,4,1,3,"old_under,new_under,new_over,new_hybrid",stock_dji,chronological,0.3996699328024629,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nover,4,2,2,"old_over,old_hybrid,new_under,new_over",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nhybrid,4,2,2,"old_over,old_hybrid,new_under,new_hybrid",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nover_Nhybrid,4,2,2,"old_over,old_hybrid,new_over,new_hybrid",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Oover_Nunder_Nover_Nhybrid,4,1,3,"old_over,new_under,new_over,new_hybrid",stock_dji,chronological,0.42702258666114085,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Ohybrid_Nunder_Nover_Nhybrid,4,1,3,"old_hybrid,new_under,new_over,new_hybrid",stock_dji,chronological,0.5274710636156419,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nover,5,3,2,"old_under,old_over,old_hybrid,new_under,new_over",stock_dji,chronological,0.43240282999319146,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_under,new_hybrid",stock_dji,chronological,0.43235842633433,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nover_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_over,new_hybrid",stock_dji,chronological,0.43240282999319146,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o2n3_Ounder_Oover_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_over,new_under,new_over,new_hybrid",stock_dji,chronological,0.3974941535182499,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o2n3_Ounder_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_hybrid,new_under,new_over,new_hybrid",stock_dji,chronological,0.44233444835854474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o2n3_Oover_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_over,old_hybrid,new_under,new_over,new_hybrid",stock_dji,chronological,0.47128563393623635,0.0,0.0,0.0,0.0,0.0,1.0
combo_size6_o3n3_Ounder_Oover_Ohybrid_Nunder_Nover_Nhybrid,6,3,3,"old_under,old_over,old_hybrid,new_under,new_over,new_hybrid",stock_dji,chronological,0.43240282999319146,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nunder,2,1,1,"old_under,new_under",stock_dji,block_cv,0.5311565443416528,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nover,2,1,1,"old_under,new_over",stock_dji,block_cv,0.5311216076469437,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nhybrid,2,1,1,"old_under,new_hybrid",stock_dji,block_cv,0.5314290505603845,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nunder,2,1,1,"old_over,new_under",stock_dji,block_cv,0.5385351742642331,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nover,2,1,1,"old_over,new_over",stock_dji,block_cv,0.5388076804829649,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nhybrid,2,1,1,"old_over,new_hybrid",stock_dji,block_cv,0.5383604907906873,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nunder,2,1,1,"old_hybrid,new_under",stock_dji,block_cv,0.5453268677156992,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nover,2,1,1,"old_hybrid,new_over",stock_dji,block_cv,0.5481148159534923,0.1,0.3307895521765667,0.12162162162162163,0.08490566037735849,0.10031023784901758,0.8783783783783784
combo_size2_o1n1_Ohybrid_Nhybrid,2,1,1,"old_hybrid,new_hybrid",stock_dji,block_cv,0.5452709690041645,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Ounder_Oover_Nunder,3,2,1,"old_under,old_over,new_under",stock_dji,block_cv,0.5344056569496073,0.14647887323943662,0.5086248489629538,0.35135135135135137,0.09252669039145907,0.26370217166494314,0.6486486486486487
combo_size3_o2n1_Ounder_Oover_Nover,3,2,1,"old_under,old_over,new_over",stock_dji,block_cv,0.5340772520193409,0.14647887323943662,0.5086248489629538,0.35135135135135137,0.09252669039145907,0.26370217166494314,0.6486486486486487
combo_size3_o2n1_Ounder_Oover_Nhybrid,3,2,1,"old_under,old_over,new_hybrid",stock_dji,block_cv,0.5346502138125716,0.14647887323943662,0.5086248489629538,0.35135135135135137,0.09252669039145907,0.26370217166494314,0.6486486486486487
combo_size3_o2n1_Ounder_Ohybrid_Nunder,3,2,1,"old_under,old_hybrid,new_under",stock_dji,block_cv,0.5430769445764274,0.16352201257861634,0.5732734947565428,0.527027027027027,0.0967741935483871,0.3764219234746639,0.47297297297297297
combo_size3_o2n1_Ounder_Ohybrid_Nover,3,2,1,"old_under,old_hybrid,new_over",stock_dji,block_cv,0.5431747673216132,0.16317991631799164,0.5727979463588504,0.527027027027027,0.09653465346534654,0.37745604963805585,0.47297297297297297
combo_size3_o2n1_Ounder_Ohybrid_Nhybrid,3,2,1,"old_under,old_hybrid,new_hybrid",stock_dji,block_cv,0.5431118812711366,0.16352201257861634,0.5732734947565428,0.527027027027027,0.0967741935483871,0.3764219234746639,0.47297297297297297
combo_size3_o1n2_Ounder_Nunder_Nover,3,1,2,"old_under,new_under,new_over",stock_dji,block_cv,0.5311775063584784,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ounder_Nunder_Nhybrid,3,1,2,"old_under,new_under,new_hybrid",stock_dji,block_cv,0.5315548226613376,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ounder_Nover_Nhybrid,3,1,2,"old_under,new_over,new_hybrid",stock_dji,block_cv,0.5313591771709663,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o2n1_Oover_Ohybrid_Nunder,3,2,1,"old_over,old_hybrid,new_under",stock_dji,block_cv,0.5448866653623634,0.1339712918660287,0.5047082607443868,0.3783783783783784,0.08139534883720931,0.3267838676318511,0.6216216216216216
combo_size3_o2n1_Oover_Ohybrid_Nover,3,2,1,"old_over,old_hybrid,new_over",stock_dji,block_cv,0.5456063612733727,0.1339712918660287,0.5047082607443868,0.3783783783783784,0.08139534883720931,0.3267838676318511,0.6216216216216216
combo_size3_o2n1_Oover_Ohybrid_Nhybrid,3,2,1,"old_over,old_hybrid,new_hybrid",stock_dji,block_cv,0.5448517286676542,0.1339712918660287,0.5047082607443868,0.3783783783783784,0.08139534883720931,0.3267838676318511,0.6216216216216216
combo_size3_o1n2_Oover_Nunder_Nover,3,1,2,"old_over,new_under,new_over",stock_dji,block_cv,0.5390801867016966,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Oover_Nunder_Nhybrid,3,1,2,"old_over,new_under,new_hybrid",stock_dji,block_cv,0.5386819083820118,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Oover_Nover_Nhybrid,3,1,2,"old_over,new_over,new_hybrid",stock_dji,block_cv,0.5390941613795802,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nunder_Nover,3,1,2,"old_hybrid,new_under,new_over",stock_dji,block_cv,0.5484082841890494,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nunder_Nhybrid,3,1,2,"old_hybrid,new_under,new_hybrid",stock_dji,block_cv,0.5454945638503033,0.0,0.0,0.0,0.0,0.0,1.0
combo_size3_o1n2_Ohybrid_Nover_Nhybrid,3,1,2,"old_hybrid,new_over,new_hybrid",stock_dji,block_cv,0.5483244361217474,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nunder,4,3,1,"old_under,old_over,old_hybrid,new_under",stock_dji,block_cv,0.5455923865954889,0.15151515151515152,0.5480107916092265,0.47297297297297297,0.09020618556701031,0.3650465356773526,0.527027027027027
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nover,4,3,1,"old_under,old_over,old_hybrid,new_over",stock_dji,block_cv,0.5454107157830012,0.15151515151515152,0.5480107916092265,0.47297297297297297,0.09020618556701031,0.3650465356773526,0.527027027027027
combo_size4_o3n1_Ounder_Oover_Ohybrid_Nhybrid,4,3,1,"old_under,old_over,old_hybrid,new_hybrid",stock_dji,block_cv,0.5455574499007798,0.15151515151515152,0.5480107916092265,0.47297297297297297,0.09020618556701031,0.3650465356773526,0.527027027027027
combo_size4_o2n2_Ounder_Oover_Nunder_Nover,4,2,2,"old_under,old_over,new_under,new_over",stock_dji,block_cv,0.5339794292741553,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Oover_Nunder_Nhybrid,4,2,2,"old_under,old_over,new_under,new_hybrid",stock_dji,block_cv,0.5345034796947931,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Oover_Nover_Nhybrid,4,2,2,"old_under,old_over,new_over,new_hybrid",stock_dji,block_cv,0.5340912266972246,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nover,4,2,2,"old_under,old_hybrid,new_under,new_over",stock_dji,block_cv,0.5432446407110316,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nunder_Nhybrid,4,2,2,"old_under,old_hybrid,new_under,new_hybrid",stock_dji,block_cv,0.5430979065932531,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Ounder_Ohybrid_Nover_Nhybrid,4,2,2,"old_under,old_hybrid,new_over,new_hybrid",stock_dji,block_cv,0.5432027166773806,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Ounder_Nunder_Nover_Nhybrid,4,1,3,"old_under,new_under,new_over,new_hybrid",stock_dji,block_cv,0.5314290505603846,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nover,4,2,2,"old_over,old_hybrid,new_under,new_over",stock_dji,block_cv,0.5456902093406747,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nunder_Nhybrid,4,2,2,"old_over,old_hybrid,new_under,new_hybrid",stock_dji,block_cv,0.5449216020570726,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o2n2_Oover_Ohybrid_Nover_Nhybrid,4,2,2,"old_over,old_hybrid,new_over,new_hybrid",stock_dji,block_cv,0.54563431062914,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Oover_Nunder_Nover_Nhybrid,4,1,3,"old_over,new_under,new_over,new_hybrid",stock_dji,block_cv,0.539233908158417,0.0,0.0,0.0,0.0,0.0,1.0
combo_size4_o1n3_Ohybrid_Nunder_Nover_Nhybrid,4,1,3,"old_hybrid,new_under,new_over,new_hybrid",stock_dji,block_cv,0.5484082841890494,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nover,5,3,2,"old_under,old_over,old_hybrid,new_under,new_over",stock_dji,block_cv,0.5454526398166522,0.14730878186968838,0.5093387087513952,0.35135135135135137,0.0931899641577061,0.26163391933815927,0.6486486486486487
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nunder_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_under,new_hybrid",stock_dji,block_cv,0.5456203359512564,0.14730878186968838,0.5093387087513952,0.35135135135135137,0.0931899641577061,0.26163391933815927,0.6486486486486487
combo_size5_o3n2_Ounder_Oover_Ohybrid_Nover_Nhybrid,5,3,2,"old_under,old_over,old_hybrid,new_over,new_hybrid",stock_dji,block_cv,0.5454246904608848,0.14730878186968838,0.5093387087513952,0.35135135135135137,0.0931899641577061,0.26163391933815927,0.6486486486486487
combo_size5_o2n3_Ounder_Oover_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_over,new_under,new_over,new_hybrid",stock_dji,block_cv,0.5340353279856899,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o2n3_Ounder_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_under,old_hybrid,new_under,new_over,new_hybrid",stock_dji,block_cv,0.5432865647446826,0.0,0.0,0.0,0.0,0.0,1.0
combo_size5_o2n3_Oover_Ohybrid_Nunder_Nover_Nhybrid,5,2,3,"old_over,old_hybrid,new_under,new_over,new_hybrid",stock_dji,block_cv,0.545760082730093,0.0,0.0,0.0,0.0,0.0,1.0
combo_size6_o3n3_Ounder_Oover_Ohybrid_Nunder_Nover_Nhybrid,6,3,3,"old_under,old_over,old_hybrid,new_under,new_over,new_hybrid",stock_dji,block_cv,0.5454526398166522,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nunder,2,1,1,"old_under,new_under",stock_ndx,chronological,0.5519530328062308,0.14691943127962084,0.4669385678551069,0.3263157894736842,0.09480122324159021,0.33183856502242154,0.6736842105263158
combo_size2_o1n1_Ounder_Nover,2,1,1,"old_under,new_over",stock_ndx,chronological,0.5536110455510974,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ounder_Nhybrid,2,1,1,"old_under,new_hybrid",stock_ndx,chronological,0.5465187632759028,0.019417475728155338,0.10219447231769298,0.010526315789473684,0.125,0.007847533632286996,0.9894736842105263
combo_size2_o1n1_Oover_Nunder,2,1,1,"old_over,new_under",stock_ndx,chronological,0.5543308945008261,0.1686046511627907,0.47955608455591503,0.30526315789473685,0.11646586345381527,0.24663677130044842,0.6947368421052632
combo_size2_o1n1_Oover_Nover,2,1,1,"old_over,new_over",stock_ndx,chronological,0.5553693651168279,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Oover_Nhybrid,2,1,1,"old_over,new_hybrid",stock_ndx,chronological,0.5546554165683266,0.0,0.0,0.0,0.0,0.0,1.0
combo_size2_o1n1_Ohybrid_Nunder,2,1,1,"old_hybrid,new_under",stock_ndx,chronological,0.5714007552513571,0.1552511415525114,0.4836481223518037,0.35789473684210527,0.09912536443148688,0.34641255605381166,0.6421052631578947
combo_size2_o1n1_Ohybrid_Nover,2,1,1,"old_hybrid,new_over",stock_ndx,chronological,0.5839391078593344,0.02040816326530612,0.10248275066841517,0.010526315789473684,0.3333333333333333,0.002242152466367713,0.9894736842105263
combo_size2_o1n1_Ohybrid_Nhybrid,2,1,1,"old_hybrid,new_hybrid",stock_ndx,chronological,0.5808059948076469,0.10588235294117647,0.29618771994674326,0.09473684210526316,0.12,0.07399103139013453,0.9052631578947369
combo_size3_o2n1_Ounder_Oover_Nunder,3,2,1,"old_under,old_over,new_under",stock_ndx,chronological,0.5554696719376917,0.15289256198347106,0.48557186187241824,0.3894736842105263,0.09511568123393316,0.39461883408071746,0.6105263157894737
combo_size3_o2n1_Ounder_Oover_Nover,3,2,1,"old_under,old_over,new_over",stock_ndx,chronological,0.5558472976162379,0.15289256198347106,0.48557186187241824,0.3894736842105263,0.09511568123393316,0.39461883408071746,0.6105263157894737
combo_size3_o2n1_Ounder_Oover_Nhybrid,3,2,1,"old_under,old_over,new_hybrid",stock_ndx,chronological,0.5555345763511919,0.15289256198347106,0.48557186187241824,0.3894736842105263,0.09511568123393316,0.39461883408071746,0.6105263157894737
combo_size3_o2n1_Ounder_Ohybrid_Nunder,3,2,1,"old_under,old_hybrid,new_under",stock_ndx,chronological,0.5635414208166155,0.19220055710306408,0.5246125378271181,0.7263157894736842,0.11075441412520064,0.6210762331838565,0.2736842105263158
combo_size3_o2n1_Ounder_Ohybrid_Nover,3,2,1,"old_under,old_hybrid,new_over",stock_ndx,chronological,0.5687632759027614,0.19220055710306408,0.5246125378271181,0.7263157894736842,0.11075441412520064,0.6210762331838565,0.2736842105263158
