dataset,ensemble,type,subset,subset_indices,Recall
O11 + N5,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.5366
O11 + N5,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.6063
O11 + N5,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.6969
O11 + N5,4models,k_subsets_mean,,,0.5215
O11 + N5,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.4878
O11 + N5,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.4634
O11 + N5,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4321
O11 + N5,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.5331
O11 + N5,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.5540
O11 + N5,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.5470
O11 + N5,5models,k_subsets_mean,,,0.5029
O11 + N5,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.5122
O11 + N5,6models,k_subsets_mean,,,0.5122
O11 + N5,New,under,,,0.5610
O11 + N5,New,over,,,0.6132
O11 + N5,New,hybrid,,,0.5854
O11 + N5,Old,under,,,0.3624
O11 + N5,Old,over,,,0.4216
O11 + N5,Old,hybrid,,,0.4111
O11 + N5,OldNew,under,,,0.4948
O11 + N5,OldNew,over,,,0.4808
O11 + N5,OldNew,hybrid,,,0.5993
O12 + N4,2models,k_subset,Old_under+New_under,"0,3",0.5261
O12 + N4,2models,k_subset,Old_under+New_over,"0,4",0.5575
O12 + N4,2models,k_subset,Old_under+New_hybrid,"0,5",0.5854
O12 + N4,2models,k_subset,Old_over+New_under,"1,3",0.5087
O12 + N4,2models,k_subset,Old_over+New_over,"1,4",0.4564
O12 + N4,2models,k_subset,Old_over+New_hybrid,"1,5",0.6167
O12 + N4,2models,k_subset,Old_hybrid+New_under,"2,3",0.5505
O12 + N4,2models,k_subset,Old_hybrid+New_over,"2,4",0.5087
O12 + N4,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.5436
O12 + N4,2models,k_subsets_mean,,,0.5393
O12 + N4,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.5157
O12 + N4,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.5366
O12 + N4,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.4913
O12 + N4,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.4251
O12 + N4,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.4355
O12 + N4,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.5122
O12 + N4,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.6202
O12 + N4,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.6237
O12 + N4,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.6237
O12 + N4,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.5087
O12 + N4,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.4948
O12 + N4,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.4808
O12 + N4,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.5226
O12 + N4,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.6132
O12 + N4,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.6341
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.5679
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.5993
O12 + N4,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.6725
O12 + N4,3models,k_subsets_mean,,,0.5488
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.4530
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.5052
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.5122
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.4425
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.5261
O12 + N4,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.4913
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.5296
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.5714
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.5540
O12 + N4,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.6585
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.5366
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.5366
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.5436
O12 + N4,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.6551
O12 + N4,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.6516
O12 + N4,4models,k_subsets_mean,,,0.5445
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.3868
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.5157
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4948
O12 + N4,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.5436
O12 + N4,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.6028
O12 + N4,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.5575
O12 + N4,5models,k_subsets_mean,,,0.5168
O12 + N4,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.4843
O12 + N4,6models,k_subsets_mean,,,0.4843
O12 + N4,New,under,,,0.5854
O12 + N4,New,over,,,0.5679
O12 + N4,New,hybrid,,,0.6481
O12 + N4,Old,under,,,0.3659
O12 + N4,Old,over,,,0.3449
O12 + N4,Old,hybrid,,,0.4948
O12 + N4,OldNew,under,,,0.5261
O12 + N4,OldNew,over,,,0.4564
O12 + N4,OldNew,hybrid,,,0.5436
O13 + N3,2models,k_subset,Old_under+New_under,"0,3",0.4948
O13 + N3,2models,k_subset,Old_under+New_over,"0,4",0.5401
O13 + N3,2models,k_subset,Old_under+New_hybrid,"0,5",0.5575
O13 + N3,2models,k_subset,Old_over+New_under,"1,3",0.4599
O13 + N3,2models,k_subset,Old_over+New_over,"1,4",0.4564
O13 + N3,2models,k_subset,Old_over+New_hybrid,"1,5",0.5645
O13 + N3,2models,k_subset,Old_hybrid+New_under,"2,3",0.4495
O13 + N3,2models,k_subset,Old_hybrid+New_over,"2,4",0.4634
O13 + N3,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.5331
O13 + N3,2models,k_subsets_mean,,,0.5021
O13 + N3,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.4983
O13 + N3,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.4599
O13 + N3,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.4460
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.4216
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.4669
O13 + N3,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.4495
O13 + N3,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.5366
O13 + N3,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.5889
O13 + N3,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.6551
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.4983
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.4739
O13 + N3,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.4599
O13 + N3,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.5540
O13 + N3,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.6098
O13 + N3,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.6098
O13 + N3,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.5261
O13 + N3,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.6063
O13 + N3,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.6028
O13 + N3,3models,k_subsets_mean,,,0.5257
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.4530
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.4181
O13 + N3,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.4948
O13 + N3,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.5017
O13 + N3,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.5017
O13 + N3,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.5331
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.5052
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.5261
O13 + N3,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.5470
O13 + N3,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.6725
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.5122
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.5505
O13 + N3,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.5645
O13 + N3,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.6167
O13 + N3,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.6376
O13 + N3,4models,k_subsets_mean,,,0.5357
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.5122
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.5157
O13 + N3,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4948
O13 + N3,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.5714
O13 + N3,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.5784
O13 + N3,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.5714
O13 + N3,5models,k_subsets_mean,,,0.5407
O13 + N3,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.4983
O13 + N3,6models,k_subsets_mean,,,0.4983
O13 + N3,New,under,,,0.5714
O13 + N3,New,over,,,0.6202
O13 + N3,New,hybrid,,,0.5958
O13 + N3,Old,under,,,0.3589
O13 + N3,Old,over,,,0.3345
O13 + N3,Old,hybrid,,,0.4286
O13 + N3,OldNew,under,,,0.4948
O13 + N3,OldNew,over,,,0.4564
O13 + N3,OldNew,hybrid,,,0.5331
O14 + N2,2models,k_subset,Old_under+New_under,"0,3",0.5331
O14 + N2,2models,k_subset,Old_under+New_over,"0,4",0.5714
O14 + N2,2models,k_subset,Old_under+New_hybrid,"0,5",0.6516
O14 + N2,2models,k_subset,Old_over+New_under,"1,3",0.5819
O14 + N2,2models,k_subset,Old_over+New_over,"1,4",0.4843
O14 + N2,2models,k_subset,Old_over+New_hybrid,"1,5",0.5923
O14 + N2,2models,k_subset,Old_hybrid+New_under,"2,3",0.4983
O14 + N2,2models,k_subset,Old_hybrid+New_over,"2,4",0.4739
O14 + N2,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.5679
O14 + N2,2models,k_subsets_mean,,,0.5505
O14 + N2,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.5052
O14 + N2,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.4739
O14 + N2,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.4111
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.5017
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.4704
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.4634
O14 + N2,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.6028
O14 + N2,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.6481
O14 + N2,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.6551
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.5192
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.4530
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.5122
O14 + N2,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.6098
O14 + N2,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.6167
O14 + N2,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.5993
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.5854
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.6341
O14 + N2,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.6551
O14 + N2,3models,k_subsets_mean,,,0.5509
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.4808
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.4774
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.5052
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.5923
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.6341
O14 + N2,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.6028
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.5784
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.5470
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.5331
O14 + N2,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.6202
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.5575
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.5923
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.5714
O14 + N2,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.6551
O14 + N2,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.6620
O14 + N2,4models,k_subsets_mean,,,0.5740
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.5575
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.5679
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.5679
O14 + N2,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.6307
O14 + N2,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.5714
O14 + N2,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.5958
O14 + N2,5models,k_subsets_mean,,,0.5819
O14 + N2,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.5505
O14 + N2,6models,k_subsets_mean,,,0.5505
O14 + N2,New,under,,,0.6725
O14 + N2,New,over,,,0.6132
O14 + N2,New,hybrid,,,0.5714
O14 + N2,Old,under,,,0.4425
O14 + N2,Old,over,,,0.3972
O14 + N2,Old,hybrid,,,0.5714
O14 + N2,OldNew,under,,,0.5331
O14 + N2,OldNew,over,,,0.4843
O14 + N2,OldNew,hybrid,,,0.5679
O15 + N1,2models,k_subset,Old_under+New_under,"0,3",0.5192
O15 + N1,2models,k_subset,Old_under+New_over,"0,4",0.5366
O15 + N1,2models,k_subset,Old_under+New_hybrid,"0,5",0.6132
O15 + N1,2models,k_subset,Old_over+New_under,"1,3",0.5017
O15 + N1,2models,k_subset,Old_over+New_over,"1,4",0.5714
O15 + N1,2models,k_subset,Old_over+New_hybrid,"1,5",0.5261
O15 + N1,2models,k_subset,Old_hybrid+New_under,"2,3",0.5226
O15 + N1,2models,k_subset,Old_hybrid+New_over,"2,4",0.5296
O15 + N1,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.5923
O15 + N1,2models,k_subsets_mean,,,0.5459
O15 + N1,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.4495
O15 + N1,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.4077
O15 + N1,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.4530
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.5157
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.4948
O15 + N1,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.4843
O15 + N1,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.6551
O15 + N1,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.6376
O15 + N1,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.6202
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.5401
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.5401
O15 + N1,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.5470
O15 + N1,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.6272
O15 + N1,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.6585
O15 + N1,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.6028
O15 + N1,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.6132
O15 + N1,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.6516
O15 + N1,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.6341
O15 + N1,3models,k_subsets_mean,,,0.5629
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.5122
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.4913
O15 + N1,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.5192
O15 + N1,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.5052
O15 + N1,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.5401
O15 + N1,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.5714
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.5714
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.5505
O15 + N1,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.5749
O15 + N1,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.6620
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.6028
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.6167
O15 + N1,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.6063
O15 + N1,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.6829
O15 + N1,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.6829
O15 + N1,4models,k_subsets_mean,,,0.5793
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.4808
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.5052
O15 + N1,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4948
O15 + N1,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.5923
O15 + N1,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.5993
O15 + N1,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.6028
O15 + N1,5models,k_subsets_mean,,,0.5459
O15 + N1,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.5923
O15 + N1,6models,k_subsets_mean,,,0.5923
O15 + N1,New,under,,,0.6272
O15 + N1,New,over,,,0.6202
O15 + N1,New,hybrid,,,0.6481
O15 + N1,Old,under,,,0.4216
O15 + N1,Old,over,,,0.4251
O15 + N1,Old,hybrid,,,0.5192
O15 + N1,OldNew,under,,,0.5192
O15 + N1,OldNew,over,,,0.5714
O15 + N1,OldNew,hybrid,,,0.5923
avg,2models,k_subset,Old_under+New_under,"0,3",0.4801
avg,2models,k_subset,Old_under+New_over,"0,4",0.4855
avg,2models,k_subset,Old_under+New_hybrid,"0,5",0.5698
avg,2models,k_subset,Old_over+New_under,"1,3",0.4834
avg,2models,k_subset,Old_over+New_over,"1,4",0.4769
avg,2models,k_subset,Old_over+New_hybrid,"1,5",0.5524
avg,2models,k_subset,Old_hybrid+New_under,"2,3",0.4676
avg,2models,k_subset,Old_hybrid+New_over,"2,4",0.4581
avg,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.5329
avg,2models,k_subsets_mean,,,0.5007
avg,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.4564
avg,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.4402
avg,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.5003
avg,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.4188
avg,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.4019
avg,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.4660
avg,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.5366
avg,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.5791
avg,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.5914
avg,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.4834
avg,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.4613
avg,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.5213
avg,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.5296
avg,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.5672
avg,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.5686
avg,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.5106
avg,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.5607
avg,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.5628
avg,3models,k_subsets_mean,,,0.5087
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.4544
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.4537
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.5003
avg,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.4883
avg,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.5145
avg,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.5285
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.4685
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.4992
avg,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.5092
avg,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.5961
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.4850
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.5106
avg,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.5075
avg,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.5877
avg,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.5858
avg,4models,k_subsets_mean,,,0.5126
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.4469
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.4852
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4732
avg,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.5473
avg,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.5359
avg,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.5296
avg,5models,k_subsets_mean,,,0.5030
avg,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.5043
avg,6models,k_subsets_mean,,,0.5043
avg,New,under,,,0.5742
avg,New,over,,,0.5315
avg,New,hybrid,,,0.5928
avg,Old,under,,,0.2992
avg,Old,over,,,0.3222
avg,Old,hybrid,,,0.3923
avg,OldNew,under,,,0.4801
avg,OldNew,over,,,0.4769
avg,OldNew,hybrid,,,0.5329
