split,drift_start_year,old_window,new_window,fs_variant,method,selected_component,w_new,threshold,val_AUC,test_AUC,val_F1,test_F1,val_G_Mean,test_G_Mean,val_Recall,test_Recall,val_Precision,test_Precision,val_Type1_Error,test_Type1_Error,val_Type2_Error,test_Type2_Error
split_14+2,2013,1999-2012,2013-2014,no_fs,ValBestSingle_AUC,New_hybrid,,0.36000000,0.70996347,0.82623102,0.28301887,0.18044164,0.55014303,0.67102946,0.33109405,0.49825784,0.24713467,0.11016949,0.08588706,0.09629012,0.66890595,0.50174216
split_14+2,2013,1999-2012,2013-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.80,0.80000000,0.20000000,0.71078760,0.83578349,0.29384966,0.17286777,0.57864375,0.68462852,0.37140115,0.52613240,0.24309045,0.10342466,0.09847185,0.10912880,0.62859885,0.47386760
split_14+2,2013,1999-2012,2013-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.16000000,0.71168361,0.83899476,0.28791774,0.16630670,0.58014839,0.68808834,0.37619962,0.53658537,0.23319453,0.09840256,0.10533628,0.11763235,0.62380038,0.46341463
split_14+2,2013,1999-2012,2013-2014,fs,New_under,New_under,1.00000000,0.05000000,0.68079247,0.81396836,0.27615862,0.18626677,0.50998092,0.61774044,0.27735125,0.41114983,0.27497621,0.12040816,0.06227016,0.07186328,0.72264875,0.58885017
split_14+2,2013,1999-2012,2013-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.34000000,0.70031458,0.81225453,0.27188737,0.17579029,0.52364285,0.60625213,0.29654511,0.39721254,0.25101543,0.11287129,0.07534526,0.07469779,0.70345489,0.60278746
split_14+2,2013,1999-2012,2013-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.39000000,0.70300967,0.79935658,0.28377153,0.17679558,0.52867213,0.60166809,0.30038388,0.39024390,0.26890034,0.11428571,0.06954319,0.07236348,0.69961612,0.60975610
split_14+2,2013,1999-2012,2013-2014,fs,ValBestSingle_F1,New_under,,0.05000000,0.68079247,0.81396836,0.27615862,0.18626677,0.50998092,0.61774044,0.27735125,0.41114983,0.27497621,0.12040816,0.06227016,0.07186328,0.72264875,0.58885017
split_14+2,2013,1999-2012,2013-2014,fs,ValBestSingle_AUC,New_hybrid,,0.62000000,0.69737802,0.80213576,0.27184466,0.16390977,0.52293344,0.59179238,0.29558541,0.37979094,0.25163399,0.10450623,0.07485495,0.07786578,0.70441459,0.62020906
split_14+2,2013,1999-2012,2013-2014,fs,DAWCE_F1,Old3/New3 w_new=0.45,0.45000000,0.39000000,0.70149724,0.79555157,0.28821726,0.17404351,0.54056225,0.61060960,0.31573896,0.40418118,0.26510878,0.11089866,0.07452807,0.07753231,0.68426104,0.59581882
split_14+2,2013,1999-2012,2013-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.80,0.80000000,0.39000000,0.70650847,0.81442180,0.27374574,0.17647059,0.50357351,0.56901856,0.26967370,0.34494774,0.27794263,0.11856287,0.05965514,0.06135890,0.73032630,0.65505226
split_15+1,2014,1999-2013,2014-2014,no_fs,New_under,New_under,1.00000000,0.05000000,0.68781883,0.82828298,0.20391227,0.22340426,0.39713737,0.59088017,0.16396568,0.36585366,0.26959248,0.16079632,0.03810303,0.04568570,0.83603432,0.63414634
split_15+1,2014,1999-2013,2014-2014,no_fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.16000000,0.70809025,0.81380250,0.25604996,0.16578483,0.53139665,0.66268384,0.31267874,0.49128920,0.21678784,0.09971711,0.09689289,0.10612755,0.68732126,0.50871080
split_15+1,2014,1999-2013,2014-2014,no_fs,Equal6,Old3/New3 equal weight,0.50000000,0.31000000,0.70042052,0.82225085,0.26318045,0.19290780,0.51892235,0.65945109,0.29265968,0.47386760,0.23909657,0.12110419,0.07988553,0.08228429,0.70734032,0.52613240
split_15+1,2014,1999-2013,2014-2014,no_fs,ValBestSingle_F1,Old_under,,0.15000000,0.69931851,0.79476408,0.26345213,0.16188289,0.56319775,0.66141561,0.35938990,0.49128920,0.20794264,0.09690722,0.11741619,0.10954564,0.64061010,0.50871080
split_15+1,2014,1999-2013,2014-2014,no_fs,ValBestSingle_AUC,New_hybrid,,0.12000000,0.70519063,0.80087551,0.25062189,0.14415192,0.57337918,0.70107544,0.38417541,0.58188153,0.18597139,0.08226601,0.14423549,0.15531471,0.61582459,0.41811847
split_15+1,2014,1999-2013,2014-2014,no_fs,DAWCE_F1,Old3/New3 w_new=0.65,0.65000000,0.23000000,0.70393327,0.82541332,0.27082541,0.18246027,0.55263550,0.69532281,0.33937083,0.54006969,0.22531646,0.10977337,0.10008177,0.10479366,0.66062917,0.45993031
split_15+1,2014,1999-2013,2014-2014,no_fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.17000000,0.71237701,0.82520650,0.25786164,0.17129356,0.53182948,0.67239383,0.31267874,0.50522648,0.21939799,0.10312945,0.09542110,0.10512714,0.68732126,0.49477352
split_15+1,2014,1999-2013,2014-2014,fs,New_under,New_under,1.00000000,0.06000000,0.68879652,0.78870958,0.22824207,0.19740778,0.42569903,0.57201773,0.18875119,0.34494774,0.28862974,0.13826816,0.03990188,0.05143810,0.81124881,0.65505226
split_15+1,2014,1999-2013,2014-2014,fs,New3_mean,New_under+New_over+New_hybrid,1.00000000,0.28000000,0.70282491,0.77988854,0.25809164,0.15633803,0.51786064,0.59481663,0.29265968,0.38675958,0.23082707,0.09796999,0.08364677,0.08520217,0.70734032,0.61324042
split_15+1,2014,1999-2013,2014-2014,fs,Equal6,Old3/New3 equal weight,0.50000000,0.33000000,0.69471131,0.78965103,0.28095975,0.16271621,0.55935900,0.63260938,0.34604385,0.44250871,0.23648208,0.09968603,0.09582993,0.09562318,0.65395615,0.55749129
split_15+1,2014,1999-2013,2014-2014,fs,ValBestSingle_F1,New_hybrid,,0.55000000,0.70256874,0.76836109,0.26201616,0.14862915,0.51937405,0.57365943,0.29361296,0.35888502,0.23655914,0.09372157,0.08127555,0.08303460,0.70638704,0.64111498
split_15+1,2014,1999-2013,2014-2014,fs,ValBestSingle_AUC,New_hybrid,,0.55000000,0.70256874,0.76836109,0.26201616,0.14862915,0.51937405,0.57365943,0.29361296,0.35888502,0.23655914,0.09372157,0.08127555,0.08303460,0.70638704,0.64111498
split_15+1,2014,1999-2013,2014-2014,fs,DAWCE_F1,Old3/New3 w_new=0.55,0.55000000,0.30000000,0.69558782,0.79113684,0.28100988,0.15735736,0.57197194,0.63952629,0.36606292,0.45644599,0.22802850,0.09506531,0.10629599,0.10395998,0.63393708,0.54355401
split_15+1,2014,1999-2013,2014-2014,fs,DAWCE_AUC,Old3/New3 w_new=0.95,0.95000000,0.23000000,0.70373116,0.79545804,0.25977011,0.15271839,0.53932815,0.62534803,0.32316492,0.43554007,0.21716848,0.09259259,0.09991823,0.10212589,0.67683508,0.56445993
split_1+15,2000,1999-1999,2000-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.18000000,0.71982043,0.82387203,0.29728635,0.18481375,0.57560929,0.64245991,0.36372646,0.44947735,0.25136986,0.11632101,0.08907905,0.08170071,0.63627354,0.55052265
split_1+15,2000,1999-1999,2000-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.18000000,0.71982043,0.82387203,0.29728635,0.18481375,0.57560929,0.64245991,0.36372646,0.44947735,0.25136986,0.11632101,0.08907905,0.08170071,0.63627354,0.55052265
split_1+15,2000,1999-1999,2000-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.20000000,0.70180535,0.81443778,0.27583262,0.19350181,0.54200413,0.65526771,0.32011893,0.46689895,0.24231058,0.12204007,0.08231459,0.08036682,0.67988107,0.53310105
split_1+15,2000,1999-1999,2000-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.20000000,0.70180535,0.81443778,0.27583262,0.19350181,0.54200413,0.65526771,0.32011893,0.46689895,0.24231058,0.12204007,0.08231459,0.08036682,0.67988107,0.53310105
split_2+14,2001,1999-2000,2001-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.16000000,0.72131969,0.83703227,0.27903469,0.17509248,0.57121137,0.66750602,0.36381514,0.49477352,0.22629969,0.10636704,0.10316425,0.09945811,0.63618486,0.50522648
split_2+14,2001,1999-2000,2001-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.16000000,0.72131969,0.83703227,0.27903469,0.17509248,0.57121137,0.66750602,0.36381514,0.49477352,0.22629969,0.10636704,0.10316425,0.09945811,0.63618486,0.50522648
split_2+14,2001,1999-2000,2001-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.20000000,0.70220451,0.81779139,0.26470588,0.18587361,0.53222396,0.63376866,0.30973451,0.43554007,0.23110785,0.11814745,0.08546730,0.07778241,0.69026549,0.56445993
split_2+14,2001,1999-2000,2001-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.20000000,0.70220451,0.81779139,0.26470588,0.18587361,0.53222396,0.63376866,0.30973451,0.43554007,0.23110785,0.11814745,0.08546730,0.07778241,0.69026549,0.56445993
split_3+13,2002,1999-2001,2002-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.12000000,0.71917939,0.83481154,0.27467811,0.16897375,0.61315107,0.72997714,0.44051131,0.61672474,0.19955457,0.09789823,0.14655032,0.13597332,0.55948869,0.38327526
split_3+13,2002,1999-2001,2002-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.12000000,0.71917939,0.83481154,0.27467811,0.16897375,0.61315107,0.72997714,0.44051131,0.61672474,0.19955457,0.09789823,0.14655032,0.13597332,0.55948869,0.38327526
split_3+13,2002,1999-2001,2002-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.16000000,0.72524384,0.82995121,0.27569274,0.17937220,0.58396772,0.70381217,0.38643068,0.55749129,0.21428571,0.10688043,0.11751753,0.11146311,0.61356932,0.44250871
split_3+13,2002,1999-2001,2002-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.16000000,0.72524384,0.82995121,0.27569274,0.17937220,0.58396772,0.70381217,0.38643068,0.55749129,0.21428571,0.10688043,0.11751753,0.11146311,0.61356932,0.44250871
split_4+12,2003,1999-2002,2003-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.16000000,0.72848665,0.85756812,0.28033157,0.21405953,0.57826471,0.73056187,0.37349398,0.58885017,0.22436671,0.13080495,0.10469755,0.09362234,0.62650602,0.41114983
split_4+12,2003,1999-2002,2003-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.16000000,0.72848665,0.85756812,0.28033157,0.21405953,0.57826471,0.73056187,0.37349398,0.58885017,0.22436671,0.13080495,0.10469755,0.09362234,0.62650602,0.41114983
split_4+12,2003,1999-2002,2003-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.23000000,0.72809340,0.82447361,0.28766500,0.19131833,0.54259523,0.62102077,0.31726908,0.41463415,0.26311407,0.12434692,0.07205080,0.06986244,0.68273092,0.58536585
split_4+12,2003,1999-2002,2003-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.23000000,0.72809340,0.82447361,0.28766500,0.19131833,0.54259523,0.62102077,0.31726908,0.41463415,0.26311407,0.12434692,0.07205080,0.06986244,0.68273092,0.58536585
split_5+11,2004,1999-2003,2004-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.15000000,0.72033080,0.84010469,0.27418723,0.21156373,0.55957413,0.71466591,0.34687810,0.56097561,0.22668394,0.13036437,0.09731051,0.08953731,0.65312190,0.43902439
split_5+11,2004,1999-2003,2004-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.15000000,0.72033080,0.84010469,0.27418723,0.21156373,0.55957413,0.71466591,0.34687810,0.56097561,0.22668394,0.13036437,0.09731051,0.08953731,0.65312190,0.43902439
split_5+11,2004,1999-2003,2004-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_hybrid,,0.68000000,0.70019914,0.81097379,0.27134661,0.16553878,0.58993211,0.69705229,0.39841427,0.55400697,0.20573183,0.09730722,0.12648737,0.12296790,0.60158573,0.44599303
split_5+11,2004,1999-2003,2004-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.17000000,0.71686420,0.83244877,0.26681784,0.19289340,0.55967935,0.69239773,0.34985134,0.52961672,0.21563836,0.11792087,0.10464548,0.09478950,0.65014866,0.47038328
split_6+10,2005,1999-2004,2005-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.14000000,0.72346994,0.85900833,0.27710372,0.21345408,0.56461488,0.72282650,0.35329341,0.57491289,0.22794591,0.13105639,0.09766230,0.09120467,0.64670659,0.42508711
split_6+10,2005,1999-2004,2005-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.14000000,0.72346994,0.85900833,0.27710372,0.21345408,0.56461488,0.72282650,0.35329341,0.57491289,0.22794591,0.13105639,0.09766230,0.09120467,0.64670659,0.42508711
split_6+10,2005,1999-2004,2005-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.18000000,0.72245324,0.85213816,0.28949616,0.22050562,0.55743906,0.70876294,0.33832335,0.54703833,0.25298507,0.13808267,0.08153458,0.08170071,0.66167665,0.45296167
split_6+10,2005,1999-2004,2005-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.18000000,0.72245324,0.85213816,0.28949616,0.22050562,0.55743906,0.70876294,0.33832335,0.54703833,0.25298507,0.13808267,0.08153458,0.08170071,0.66167665,0.45296167
split_7+9,2006,1999-2005,2006-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.12000000,0.72786291,0.87310218,0.29292543,0.22709677,0.57935643,0.74677165,0.37220603,0.61324042,0.24148802,0.13935075,0.09820408,0.09062109,0.62779397,0.38675958
split_7+9,2006,1999-2005,2006-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.12000000,0.72786291,0.87310218,0.29292543,0.22709677,0.57935643,0.74677165,0.37220603,0.61324042,0.24148802,0.13935075,0.09820408,0.09062109,0.62779397,0.38675958
split_7+9,2006,1999-2005,2006-2014,fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.16000000,0.72818112,0.85664933,0.29270386,0.20214190,0.55264778,0.69268568,0.33138970,0.52613240,0.26210607,0.12510356,0.07836735,0.08803668,0.66861030,0.47386760
split_7+9,2006,1999-2005,2006-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.16000000,0.72818112,0.85664933,0.29270386,0.20214190,0.55264778,0.69268568,0.33138970,0.52613240,0.26210607,0.12510356,0.07836735,0.08803668,0.66861030,0.47386760
split_8+8,2007,1999-2006,2007-2014,no_fs,AdaptiveChoice_F1,ValBestSingle_F1: New_under,,0.10000000,0.72102769,0.87324016,0.28482972,0.23886640,0.55801415,0.75125503,0.34360411,0.61672474,0.24322538,0.14811715,0.09378327,0.08486870,0.65639589,0.38327526
split_8+8,2007,1999-2006,2007-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.10000000,0.72102769,0.87324016,0.28482972,0.23886640,0.55801415,0.75125503,0.34360411,0.61672474,0.24322538,0.14811715,0.09378327,0.08486870,0.65639589,0.38327526
split_8+8,2007,1999-2006,2007-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.95,0.95000000,0.50000000,0.70662074,0.83431947,0.29549550,0.19873817,0.53447312,0.63853807,0.30625584,0.43902439,0.28546562,0.12844037,0.06724547,0.07127970,0.69374416,0.56097561
split_8+8,2007,1999-2006,2007-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.85,0.85000000,0.47000000,0.70695770,0.82945275,0.29426861,0.19613670,0.54489706,0.65144907,0.32119514,0.45993031,0.27150750,0.12464589,0.07559997,0.07728220,0.67880486,0.54006969
split_9+7,2008,1999-2007,2008-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.85,0.85000000,0.25000000,0.70856065,0.84429256,0.27397260,0.17279047,0.59539401,0.72648290,0.41198502,0.60627178,0.20522388,0.10075275,0.13954631,0.12947061,0.58801498,0.39372822
split_9+7,2008,1999-2007,2008-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.05000000,0.71775425,0.86745435,0.26944274,0.20152672,0.59386205,0.77767146,0.41198502,0.68989547,0.20018198,0.11799762,0.14396855,0.12338474,0.58801498,0.31010453
split_9+7,2008,1999-2007,2008-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.70,0.70000000,0.40000000,0.69916653,0.82010042,0.28385616,0.18099548,0.56031411,0.66502439,0.34737828,0.48780488,0.23997413,0.11111111,0.09622472,0.09337224,0.65262172,0.51219512
split_9+7,2008,1999-2007,2008-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.14000000,0.70940489,0.84015204,0.27354260,0.20991736,0.51530354,0.64276232,0.28558052,0.44250871,0.26247849,0.13759480,0.07018262,0.06636098,0.71441948,0.55749129
split_10+6,2009,1999-2008,2009-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.75,0.75000000,0.25000000,0.70731150,0.83682371,0.27066184,0.17962185,0.58572665,0.72387341,0.39405561,0.59581882,0.20611836,0.10575139,0.12937234,0.12055023,0.60594439,0.40418118
split_10+6,2009,1999-2008,2009-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.11000000,0.71885270,0.85322659,0.26161137,0.24398931,0.49750855,0.67047340,0.26462128,0.47735192,0.25866917,0.16387560,0.06464531,0.05827428,0.73537872,0.52264808
split_10+6,2009,1999-2008,2009-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.80,0.80000000,0.47000000,0.70498767,0.81346002,0.27859779,0.20017873,0.51968657,0.60565626,0.28954938,0.39024390,0.26844444,0.13461538,0.06726054,0.06002501,0.71045062,0.60975610
split_10+6,2009,1999-2008,2009-2014,fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.13000000,0.70557997,0.84392161,0.26722145,0.20282627,0.50820002,0.63003872,0.27708533,0.42508711,0.25803571,0.13318777,0.06791435,0.06619425,0.72291467,0.57491289
split_11+5,2010,1999-2009,2010-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.65,0.65000000,0.36000000,0.70268460,0.83282291,0.27674624,0.22035195,0.52598759,0.68198220,0.29866412,0.50174216,0.25782537,0.14117647,0.07366528,0.07303043,0.70133588,0.49825784
split_11+5,2010,1999-2009,2010-2014,no_fs,AdaptiveChoice_AUC,ValBestSingle_AUC: New_under,,0.05000000,0.71433758,0.85362223,0.26995219,0.20840951,0.55933485,0.73284141,0.35019084,0.59581882,0.21962896,0.12629247,0.10661434,0.09862443,0.64980916,0.40418118
split_11+5,2010,1999-2009,2010-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.45,0.45000000,0.38000000,0.69689879,0.80190149,0.27740986,0.15980332,0.56718928,0.63817631,0.35973282,0.45296167,0.22574850,0.09701493,0.10571499,0.10087536,0.64026718,0.54703833
split_11+5,2010,1999-2009,2010-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.90,0.90000000,0.38000000,0.70692322,0.83399762,0.27049490,0.18363273,0.55402420,0.66153088,0.34160305,0.48083624,0.22388993,0.11348684,0.10146349,0.08987078,0.65839695,0.51916376
split_12+4,2011,1999-2010,2011-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.85,0.85000000,0.32000000,0.71559014,0.84017440,0.28032345,0.21423106,0.52733995,0.67232255,0.29942418,0.48780488,0.26351351,0.13725490,0.07125930,0.07336390,0.70057582,0.51219512
split_12+4,2011,1999-2010,2011-2014,no_fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.95,0.95000000,0.31000000,0.71817128,0.84336069,0.27849224,0.21321321,0.52839866,0.67640690,0.30134357,0.49477352,0.25886232,0.13588517,0.07346572,0.07528137,0.69865643,0.50522648
split_12+4,2011,1999-2010,2011-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.55,0.55000000,0.34000000,0.70373652,0.81370315,0.27600849,0.16891496,0.57588490,0.66966534,0.37428023,0.50174216,0.21860987,0.10155148,0.11391681,0.10621092,0.62571977,0.49825784
split_12+4,2011,1999-2010,2011-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.80,0.80000000,0.32000000,0.70689299,0.82189182,0.26988636,0.18051405,0.56845382,0.68699493,0.36468330,0.52613240,0.21420519,0.10894661,0.11391681,0.10295957,0.63531670,0.47386760
split_13+3,2012,1999-2011,2012-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.70,0.70000000,0.24000000,0.70772078,0.83679379,0.28174450,0.19914997,0.56397872,0.71725341,0.35231660,0.57142857,0.23472669,0.12058824,0.09719840,0.09970821,0.64768340,0.42857143
split_13+3,2012,1999-2011,2012-2014,no_fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.95,0.95000000,0.23000000,0.71055117,0.84085123,0.26666667,0.20392157,0.53154594,0.70306227,0.30888031,0.54355401,0.23460411,0.12550282,0.08527322,0.09062109,0.69111969,0.45644599
split_13+3,2012,1999-2011,2012-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.45,0.45000000,0.40000000,0.70120993,0.80901828,0.27826855,0.19273302,0.53045241,0.62826439,0.30405405,0.42508711,0.25651466,0.12461696,0.07457323,0.07144644,0.69594595,0.57491289
split_13+3,2012,1999-2011,2012-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.65,0.65000000,0.27000000,0.70380719,0.81978873,0.27419355,0.16910230,0.59608133,0.70386500,0.41023166,0.56445993,0.20591085,0.09944751,0.13387242,0.12230096,0.58976834,0.43554007
split_14+2,2013,1999-2012,2013-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.80,0.80000000,0.20000000,0.71078760,0.83578349,0.29384966,0.17286777,0.57864375,0.68462852,0.37140115,0.52613240,0.24309045,0.10342466,0.09847185,0.10912880,0.62859885,0.47386760
split_14+2,2013,1999-2012,2013-2014,no_fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.95,0.95000000,0.16000000,0.71168361,0.83899476,0.28791774,0.16630670,0.58014839,0.68808834,0.37619962,0.53658537,0.23319453,0.09840256,0.10533628,0.11763235,0.62380038,0.46341463
split_14+2,2013,1999-2012,2013-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.45,0.45000000,0.39000000,0.70149724,0.79555157,0.28821726,0.17404351,0.54056225,0.61060960,0.31573896,0.40418118,0.26510878,0.11089866,0.07452807,0.07753231,0.68426104,0.59581882
split_14+2,2013,1999-2012,2013-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.80,0.80000000,0.39000000,0.70650847,0.81442180,0.27374574,0.17647059,0.50357351,0.56901856,0.26967370,0.34494774,0.27794263,0.11856287,0.05965514,0.06135890,0.73032630,0.65505226
split_15+1,2014,1999-2013,2014-2014,no_fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.65,0.65000000,0.23000000,0.70393327,0.82541332,0.27082541,0.18246027,0.55263550,0.69532281,0.33937083,0.54006969,0.22531646,0.10977337,0.10008177,0.10479366,0.66062917,0.45993031
split_15+1,2014,1999-2013,2014-2014,no_fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.95,0.95000000,0.17000000,0.71237701,0.82520650,0.25786164,0.17129356,0.53182948,0.67239383,0.31267874,0.50522648,0.21939799,0.10312945,0.09542110,0.10512714,0.68732126,0.49477352
split_15+1,2014,1999-2013,2014-2014,fs,AdaptiveChoice_F1,DAWCE_F1: Old3/New3 w_new=0.55,0.55000000,0.30000000,0.69558782,0.79113684,0.28100988,0.15735736,0.57197194,0.63952629,0.36606292,0.45644599,0.22802850,0.09506531,0.10629599,0.10395998,0.63393708,0.54355401
split_15+1,2014,1999-2013,2014-2014,fs,AdaptiveChoice_AUC,DAWCE_AUC: Old3/New3 w_new=0.95,0.95000000,0.23000000,0.70373116,0.79545804,0.25977011,0.15271839,0.53932815,0.62534803,0.32316492,0.43554007,0.21716848,0.09259259,0.09991823,0.10212589,0.67683508,0.56445993
