test_feature_year,route,pool_action,model_id,train_start,train_end,train_years,n_train,n_positive_before,n_negative_before,n_positive_after,n_negative_after,imbalance_method,sampler,scale_pos_weight,seed,resolved_model_params,protocol_version
2011,B_model,retained,seed42_M2007,2005,2007,"2005,2006,2007",12342,150,12192,150,12192,scale_pos_weight,None,81.28,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 81.28, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_model,retained,seed42_M2008,2006,2008,"2006,2007,2008",11994,168,11826,168,11826,scale_pos_weight,None,70.3928571429,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 70.39285714285714, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_model,added,seed42_M2009,2007,2009,"2007,2008,2009",11609,140,11469,140,11469,scale_pos_weight,None,81.9214285714,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 81.92142857142858, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_data_old,,seed42_Bdata_old_2011,2007,2008,"2007,2008",7866,117,7749,117,7749,scale_pos_weight,None,66.2307692308,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 66.23076923076923, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_data_new,,seed42_Bdata_new_2011,2009,2009,2009,3743,23,3720,23,3720,scale_pos_weight,None,161.739130435,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 161.7391304347826, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,retained,seed42_M2008,2006,2008,"2006,2007,2008",11994,168,11826,168,11826,scale_pos_weight,None,70.3928571429,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 70.39285714285714, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,retained,seed42_M2009,2007,2009,"2007,2008,2009",11609,140,11469,140,11469,scale_pos_weight,None,81.9214285714,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 81.92142857142858, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,added,seed42_M2010,2008,2010,"2008,2009,2010",11225,116,11109,116,11109,scale_pos_weight,None,95.7672413793,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 95.76724137931035, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_data_old,,seed42_Bdata_old_2012,2008,2009,"2008,2009",7600,81,7519,81,7519,scale_pos_weight,None,92.8271604938,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 92.82716049382717, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_data_new,,seed42_Bdata_new_2012,2010,2010,2010,3625,35,3590,35,3590,scale_pos_weight,None,102.571428571,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 102.57142857142857, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,retained,seed42_M2009,2007,2009,"2007,2008,2009",11609,140,11469,140,11469,scale_pos_weight,None,81.9214285714,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 81.92142857142858, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,retained,seed42_M2010,2008,2010,"2008,2009,2010",11225,116,11109,116,11109,scale_pos_weight,None,95.7672413793,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 95.76724137931035, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,added,seed42_M2011,2009,2011,"2009,2010,2011",10881,83,10798,83,10798,scale_pos_weight,None,130.096385542,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 130.09638554216866, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_data_old,,seed42_Bdata_old_2013,2009,2010,"2009,2010",7368,58,7310,58,7310,scale_pos_weight,None,126.034482759,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 126.03448275862068, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_data_new,,seed42_Bdata_new_2013,2011,2011,2011,3513,25,3488,25,3488,scale_pos_weight,None,139.52,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 139.52, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,retained,seed42_M2010,2008,2010,"2008,2009,2010",11225,116,11109,116,11109,scale_pos_weight,None,95.7672413793,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 95.76724137931035, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,retained,seed42_M2011,2009,2011,"2009,2010,2011",10881,83,10798,83,10798,scale_pos_weight,None,130.096385542,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 130.09638554216866, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,added,seed42_M2012,2010,2012,"2010,2011,2012",10623,86,10537,86,10537,scale_pos_weight,None,122.523255814,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 122.52325581395348, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_data_old,,seed42_Bdata_old_2014,2010,2011,"2010,2011",7138,60,7078,60,7078,scale_pos_weight,None,117.966666667,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 117.96666666666667, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_data_new,,seed42_Bdata_new_2014,2012,2012,2012,3485,26,3459,26,3459,scale_pos_weight,None,133.038461538,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 133.03846153846155, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,retained,seed42_M2011,2009,2011,"2009,2010,2011",10881,83,10798,83,10798,scale_pos_weight,None,130.096385542,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 130.09638554216866, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,retained,seed42_M2012,2010,2012,"2010,2011,2012",10623,86,10537,86,10537,scale_pos_weight,None,122.523255814,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 122.52325581395348, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,added,seed42_M2013,2011,2013,"2011,2012,2013",10482,79,10403,79,10403,scale_pos_weight,None,131.683544304,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 131.68354430379748, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_data_old,,seed42_Bdata_old_2015,2011,2012,"2011,2012",6998,51,6947,51,6947,scale_pos_weight,None,136.215686275,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 136.2156862745098, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_data_new,,seed42_Bdata_new_2015,2013,2013,2013,3484,28,3456,28,3456,scale_pos_weight,None,123.428571429,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 123.42857142857143, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,retained,seed42_M2012,2010,2012,"2010,2011,2012",10623,86,10537,86,10537,scale_pos_weight,None,122.523255814,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 122.52325581395348, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,retained,seed42_M2013,2011,2013,"2011,2012,2013",10482,79,10403,79,10403,scale_pos_weight,None,131.683544304,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 131.68354430379748, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,added,seed42_M2014,2012,2014,"2012,2013,2014",10473,87,10386,87,10386,scale_pos_weight,None,119.379310345,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 119.37931034482759, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_data_old,,seed42_Bdata_old_2016,2012,2013,"2012,2013",6969,54,6915,54,6915,scale_pos_weight,None,128.055555556,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 128.05555555555554, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_data_new,,seed42_Bdata_new_2016,2014,2014,2014,3504,33,3471,33,3471,scale_pos_weight,None,105.181818182,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 105.18181818181819, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,retained,seed42_M2013,2011,2013,"2011,2012,2013",10482,79,10403,79,10403,scale_pos_weight,None,131.683544304,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 131.68354430379748, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,retained,seed42_M2014,2012,2014,"2012,2013,2014",10473,87,10386,87,10386,scale_pos_weight,None,119.379310345,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 119.37931034482759, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,added,seed42_M2015,2013,2015,"2013,2014,2015",10342,94,10248,94,10248,scale_pos_weight,None,109.021276596,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 109.02127659574468, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_data_old,,seed42_Bdata_old_2017,2013,2014,"2013,2014",6988,61,6927,61,6927,scale_pos_weight,None,113.557377049,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 113.55737704918033, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_data_new,,seed42_Bdata_new_2017,2015,2015,2015,3354,33,3321,33,3321,scale_pos_weight,None,100.636363636,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 100.63636363636364, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,retained,seed42_M2014,2012,2014,"2012,2013,2014",10473,87,10386,87,10386,scale_pos_weight,None,119.379310345,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 119.37931034482759, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,retained,seed42_M2015,2013,2015,"2013,2014,2015",10342,94,10248,94,10248,scale_pos_weight,None,109.021276596,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 109.02127659574468, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,added,seed42_M2016,2014,2016,"2014,2015,2016",10049,95,9954,95,9954,scale_pos_weight,None,104.778947368,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 104.77894736842106, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_data_old,,seed42_Bdata_old_2018,2014,2015,"2014,2015",6858,66,6792,66,6792,scale_pos_weight,None,102.909090909,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 102.9090909090909, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_data_new,,seed42_Bdata_new_2018,2016,2016,2016,3191,29,3162,29,3162,scale_pos_weight,None,109.034482759,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""scale_pos_weight"": 109.03448275862068, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
